விசாரனையில்	விசாரணையில்	spelling
விசாரனைக்கு	விசாரணைக்கு	spelling
விசாரனையை	விசாரணையை	spelling
விசாரனைகள்	விசாரணைகள்	spelling
குற்றசாட்டை	குற்றச்சாட்டை	morphology
குற்றசாட்டின்	குற்றச்சாட்டின்	morphology
குற்றசாட்டுகள்	குற்றச்சாட்டுகள்	morphology
குற்றபத்திரிகை	குற்றப்பத்திரிகை	morphology
குற்றபத்திரிகையை	குற்றப்பத்திரிகையை	morphology
குற்றபத்திரிகையின்	குற்றப்பத்திரிகையின்	morphology
தீர்பளிக்கப்பட்டது	தீர்ப்பளிக்கப்பட்டது	spelling
தீர்பளித்தார்	தீர்ப்பளித்தார்	spelling
தீர்பாயம்	தீர்ப்பாயம்	spelling
தீர்பாயத்தின்	தீர்ப்பாயத்தின்	spelling
சாச்சியங்கள்	சாட்சியங்கள்	spelling
சாச்சியத்தை	சாட்சியத்தை	spelling
சாச்சியத்தின்	சாட்சியத்தின்	spelling
வாக்குமூளம்	வாக்குமூலம்	spelling
வாக்குமூளத்தை	வாக்குமூலத்தை	spelling
வாக்குமூளத்தின்	வாக்குமூலத்தின்	spelling
வாக்குமூளத்தில்	வாக்குமூலத்தில்	spelling
வாக்குமூளத்தைப்	வாக்குமூலத்தைப்	spelling
ஆவனங்கள்	ஆவணங்கள்	spelling
ஆவனத்தை	ஆவணத்தை	spelling
ஆவனத்தின்	ஆவணத்தின்	spelling
ஆவனத்தில்	ஆவணத்தில்	spelling
ஆவனங்களின்	ஆவணங்களின்	spelling
பொருப்பாளர்	பொறுப்பாளர்	spelling
பொருப்பாளரின்	பொறுப்பாளரின்	spelling
பொருப்பிலிருந்து	பொறுப்பிலிருந்து	spelling
பொருப்பேற்றார்	பொறுப்பேற்றார்	spelling
பொருப்பேற்ற	பொறுப்பேற்ற	spelling
பொருப்புடன்	பொறுப்புடன்	spelling
நடவெடிக்கை	நடவடிக்கை	spelling
நடவெடிக்கைகள்	நடவடிக்கைகள்	spelling
நடவெடிக்கையை	நடவடிக்கையை	spelling
நடவெடிக்கையின்	நடவடிக்கையின்	spelling
நடவெடிக்கைக்காக	நடவடிக்கைக்காக	spelling
பரிசீளனை	பரிசீலனை	spelling
பரிசீளனைக்கு	பரிசீலனைக்கு	spelling
பரிசீளனையில்	பரிசீலனையில்	spelling
பரிசீளித்தல்	பரிசீலித்தல்	spelling
பரிசீளிக்க	பரிசீலிக்க	spelling
நிருபிக்கப்பட்டது	நிரூபிக்கப்பட்டது	spelling
நிருபிக்கப்பட்ட	நிரூபிக்கப்பட்ட	spelling
நிருபிக்க	நிரூபிக்க	spelling
நிருபிக்கப்படவில்லை	நிரூபிக்கப்படவில்லை	spelling
நிருபணமானது	நிரூபணமானது	spelling
நிருபணத்தை	நிரூபணத்தை	spelling
அனுமதியின்ரி	அனுமதியின்றி	spelling
மேற்கொள்ளபட்டது	மேற்கொள்ளப்பட்டது	morphology
மேற்கொள்ளபட்ட	மேற்கொள்ளப்பட்ட	morphology
மேற்கொள்ளபடுகிறது	மேற்கொள்ளப்படுகிறது	morphology
மேற்கொள்ளபடவில்லை	மேற்கொள்ளப்படவில்லை	morphology
குறிப்பிடபட்டது	குறிப்பிடப்பட்டது	morphology
குறிப்பிடபட்ட	குறிப்பிடப்பட்ட	morphology
குறிப்பிடபடவில்லை	குறிப்பிடப்படவில்லை	morphology
தெரிவிக்கபட்டது	தெரிவிக்கப்பட்டது	morphology
தெரிவிக்கபட்ட	தெரிவிக்கப்பட்ட	morphology
தெரிவிக்கபடுகிறது	தெரிவிக்கப்படுகிறது	morphology
தெரிவிக்கபடவில்லை	தெரிவிக்கப்படவில்லை	morphology
வழங்கபட்டது	வழங்கப்பட்டது	morphology
வழங்கபட்ட	வழங்கப்பட்ட	morphology
வழங்கபடவில்லை	வழங்கப்படவில்லை	morphology
ஏற்படுதப்பட்டது	ஏற்படுத்தப்பட்டது	spelling
ஏற்படுதப்பட்ட	ஏற்படுத்தப்பட்ட	spelling
ஏற்படுதுகிறது	ஏற்படுத்துகிறது	spelling
ஏற்படுதவில்லை	ஏற்படுத்தவில்லை	spelling
பயன்படுத்தபட்டது	பயன்படுத்தப்பட்டது	morphology
பயன்படுத்தபட்ட	பயன்படுத்தப்பட்ட	morphology
பயன்படுத்தபடுகிறது	பயன்படுத்தப்படுகிறது	morphology
பயன்படுத்தபடவில்லை	பயன்படுத்தப்படவில்லை	morphology
நிர்ணயிக்கபட்டது	நிர்ணயிக்கப்பட்டது	morphology
நிர்ணயிக்கபட்ட	நிர்ணயிக்கப்பட்ட	morphology
நிர்ணயிக்கபடவில்லை	நிர்ணயிக்கப்படவில்லை	morphology
