சாட்சி அமைத்துள்ளார்	சாட்சியமளித்துள்ளார்	contextual
சாட்சி அமைத்தார்	சாட்சியமளித்தார்	contextual
சாட்சி அமைத்து	சாட்சியமளித்து	contextual
சாட்சியம் அளித்துள்ளார்	சாட்சியமளித்துள்ளார்	morphology
சாட்சியம் அளிக்கவில்லை	சாட்சியமளிக்கவில்லை	morphology
சாட்சியம் அளித்தார்	சாட்சியமளித்தார்	morphology
சாட்சியம் அளிக்க	சாட்சியமளிக்க	morphology
பிரகாஷ் குமாரின்	பிரகாஷ்குமாரின்	morphology
பிரகாஷ் குமாரை	பிரகாஷ்குமாரை	morphology
பிரகாஷ் குமாருக்கு	பிரகாஷ்குமாருக்கு	morphology
சம்பவத்தின் போது இந்த	சம்பவத்தின்போது, இந்த	punctuation
வழிமறித்து இருவரையும்	வழிமறித்து, இருவரையும்	punctuation
பையா இன்று தகாத	பையா என்று தகாத	contextual
இன்று தகாத வார்த்தைகளால்	என்று தகாத வார்த்தைகளால்	contextual
பார்த்துபார்த்து	பார்த்து	morphology
பார்த்து பார்த்து	பார்த்து	morphology
அரசு தரப்பில் விசாரணை	அரசுத்தரப்பில் விசாரணை	morphology
அரசு தரப்பில்	அரசுத்தரப்பில்	morphology
தள்ளிவிட்டதாக சாட்சியம் அளித்துள்ளார் மேற்படி	தள்ளிவிட்டதாக சாட்சியம் அளித்துள்ளார். மேற்படி	punctuation
