எடுத்து சென்று விட்டார்கள்	எடுத்துச்சென்று விட்டார்கள்	morphology
எடுத்துச் சென்று விட்டார்கள்	எடுத்துச்சென்று விட்டார்கள்	morphology
பேருந்து தான் இருந்தது	பேருந்தில்தான் இருந்தது	contextual
பேருந்து தான்	பேருந்தில்தான்	contextual
குறுக்கு விசாரணை என்பது	குறுக்கு விசாரணையின்போது	contextual
விசாரணை என்பது தெரிவித்து	விசாரணையின்போது தெரிவித்து	contextual
செல்லும்போது இந்த	செல்லும்போது, இந்த	punctuation
செய்யும் போது மேற்கண்டவாறு	செய்யும்போது, மேற்கண்டவாறு	punctuation
செய்யும் போது	செய்யும்போது	morphology
பற்றியும் அது	பற்றியும், அது	punctuation
பற்றியும் இரு	பற்றியும், இரு	punctuation
சூழ்நிலையில் மேற்படி	சூழ்நிலையில், மேற்படி	punctuation
என்றும் அதற்கு	என்றும், அதற்கு	punctuation
