வெறும் குடும்படன்	வெறும் உடம்புடன்	contextual
குடும்படன்	உடம்புடன்	contextual
கூட்டி சென்றதாக	கூட்டிச்சென்றதாக	morphology
கூட்டி சென்று	கூட்டிச்சென்று	morphology
கூட்டி சென்றார்	கூட்டிச்சென்றார்	morphology
சங்கதிகள் நினைத்துப் பார்க்கும்போது	சங்கதிகளை இணைத்துப் பார்க்கும்போது	contextual
நினைத்துப் பார்க்கும்போது	இணைத்துப் பார்க்கும்போது	contextual
சங்கதிகள் நினைத்து	சங்கதிகளை இணைத்து	contextual
நடைபெற்று இருந்தால்	நடைபெற்றிருந்தால்	morphology
நடைபெற்று இருந்தது	நடைபெற்றிருந்தது	morphology
பின்னிட்டு அ.சா	பின்னிட்டு, அ.சா	punctuation
கொடுத்துவிட்டு வெறும்	கொடுத்துவிட்டு, வெறும்	punctuation
சென்றதாகவும் மருத்துவமனையில்	சென்றதாகவும், மருத்துவமனையில்	punctuation
இருந்ததாகவும் சாட்சிய	இருந்ததாகவும், சாட்சிய	punctuation
கொடுத்து விட்டு வேறு	கொடுத்து விட்டு, வேறு	punctuation
நடைபெற்றுள்ள சூழ்நிலையில் மேற்படி	நடைபெற்றுள்ள சூழ்நிலையில், மேற்படி	punctuation
