விறகு கட்டையால்	விறகுக்கட்டையால்	morphology
விறகு கட்டையை	விறகுக்கட்டையை	morphology
விறகு கட்டை	விறகுக்கட்டை	morphology
சம்பவ இடத்திலிருந்து	சம்பவயிடத்திலிருந்து	morphology
சம்பவ இடத்தில்	சம்பவயிடத்தில்	morphology
சம்பவ இடத்திற்கு	சம்பவயிடத்திற்கு	morphology
வெளிப்புற காயங்கள்	வெளிப்புறக் காயங்கள்	morphology
வெளிப்புற காயம்	வெளிப்புறக் காயம்	morphology
இடுப்பு பகுதியில்	இடுப்புப்பகுதியில்	morphology
இடுப்புப் பகுதியில்	இடுப்புப்பகுதியில்	morphology
ஒப்புக் கொண்டுள்ளார்	ஒப்புக்கொண்டுள்ளார்	morphology
ஒப்புக் கொண்டுள்ளனர்	ஒப்புக்கொண்டுள்ளனர்	morphology
எடுத்துக் காட்டுவதாக	எடுத்துக்காட்டுவதாக	morphology
சாத்தியக் கூறை	சாத்தியக்கூறை	morphology
நடைபெற்று இருக்க	நடைபெற்றிருக்க	morphology
காயமோ வழியோ	காயமோ, வலியோ	contextual
வழியோ இருப்பதாக	வலியோ இருப்பதாக	contextual
மருத்துவரின் அவ்வாறு	மருத்துவரும் அவ்வாறு	contextual
அனுமதிக்கப்படும்போது வெளிப்புற	அனுமதிக்கப்படும்போது, வெளிப்புற	punctuation
சூழ்நிலையில் சம்பவ	சூழ்நிலையில், சம்பவ	punctuation
கழுத்திலும் முதுகிலும்	கழுத்திலும், முதுகிலும்	punctuation
செய்யும்போது அதில்	செய்யும்போது, அதில்	punctuation
ஆனால் இடுப்பு	ஆனால், இடுப்பு	punctuation
விதத்திற்கும் அவ்வாறு	விதத்திற்கும், அவ்வாறு	punctuation
கொண்டு பார்க்கும்போது மேற்படி	கொண்டு பார்க்கும்போது, மேற்படி	punctuation
