வழங்குனர்	வழங்குநர்	spelling
பதிவாளன்	பதிவாளர்	morphology
நிருவாகம்	நிர்வாகம்	spelling
அறிக்ககை	அறிக்கை	spelling
விண்னப்பம்	விண்ணப்பம்	spelling
விண்னப்பதாரர்	விண்ணப்பதாரர்	spelling
எதிர்மனுதாரன்	எதிர்மனுதாரர்	morphology
சாட்சியன்	சாட்சி	morphology
குடியிருப்பான்	குடியிருப்பாளர்	morphology
உரிமையாளன்	உரிமையாளர்	morphology
வாரிசுதாரன்	வாரிசுதாரர்	morphology
கடனாளன்	கடனாளி	morphology
பொருளாதாரன்	பொருளாதாரம்	spelling
நிலவரன்	நிலவரம்	spelling
அபராதன்	அபராதம்	spelling
தீர்மானன்	தீர்மானம்	spelling
ஒப்பந்தன்	ஒப்பந்தம்	spelling
சமரசன்	சமரசம்	spelling
மனுதாரன்	மனுதாரர்	morphology
குற்றவாளன்	குற்றவாளி	morphology
சாட்சியன்கள்	சாட்சிகள்	morphology
அதிகாரன்	அதிகாரி	morphology
ஆய்வாளன்	ஆய்வாளர்	morphology
வலக்குரைஞர்	வழக்குரைஞர்	spelling
வலிமுறை	வழிமுறை	spelling
வலிவகை	வழிவகை	spelling
இலப்பு	இழப்பு	spelling
இலப்பீடு	இழப்பீடு	spelling
அலிவு	அழிவு	spelling
அலைப்பு	அழைப்பு	spelling
அலைக்கப்பட்டார்	அழைக்கப்பட்டார்	spelling
கீல்	கீழ்	spelling
கீலான	கீழான	spelling
பலுது	பழுது	spelling
பலி	பழி	spelling
உலைப்பு	உழைப்பு	spelling
உலவு	உழவு	spelling
தாலம்	தாழம்	spelling
நீலம்	நீளம்	spelling
வெலியீடு	வெளியீடு	spelling
கொல்கை	கொள்கை	spelling
அலவு	அளவு	spelling
முல்நிலை	முழுநிலை	spelling
தெலிவு	தெளிவு	spelling
வலங்கல்	வழங்கல்	spelling
வலக்காடு	வழக்காடு	spelling
வலக்காடுமன்றம்	வழக்காடு மன்றம்	morphology
கூரியது	கூறியது	spelling
கூருகிறார்	கூறுகிறார்	spelling
மாருதல்	மாறுதல்	spelling
மாரியது	மாறியது	spelling
வேருபாடு	வேறுபாடு	spelling
பிரகு	பிறகு	spelling
முரை	முறை	spelling
முரையாக	முறையாக	spelling
தீரப்பு	தீர்ப்பு	spelling
குரிப்பு	குறிப்பு	spelling
குரிப்பிட்ட	குறிப்பிட்ட	spelling
நிரைவேற்றம்	நிறைவேற்றம்	spelling
நிரைவு	நிறைவு	spelling
பெரப்பட்ட	பெறப்பட்ட	spelling
சிரப்பு	சிறப்பு	spelling
துரை	துறை	spelling
காவல்துரை	காவல்துறை	spelling
வருவாய்துரை	வருவாய்த் துறை	morphology
பதிவுத்துரை	பதிவுத் துறை	morphology
சுகாதாரதுரை	சுகாதாரத் துறை	morphology
கல்வித்துரை	கல்வித் துறை	morphology
கடளை	கட்டளை	spelling
கடணம்	கட்டணம்	spelling
சடம்	சட்டம்	spelling
சடவிதி	சட்டவிதி	spelling
படியல்	பட்டியல்	spelling
குறிபு	குறிப்பு	spelling
ஒபந்தம்	ஒப்பந்தம்	spelling
ஒபுதல்	ஒப்புதல்	spelling
சமர்பிப்பு	சமர்ப்பிப்பு	spelling
சமர்பிக்கப்பட்டது	சமர்ப்பிக்கப்பட்டது	spelling
இனைந்து	இணைந்து	spelling
அனுசரனை	அனுசரணை	spelling
விளகம்	விளக்கம்	spelling
தடபு	தடுப்பு	spelling
தடையுதரவு	தடையுத்தரவு	spelling
இடைகாலதடை	இடைக்காலத் தடை	morphology
சாமீன்	ஜாமீன்	spelling
சாமீன்மனு	ஜாமீன் மனு	morphology
சட்ஜ்	நீதிபதி	register
ரிட்மனு	ரிட் மனு	morphology
அபீல்	மேல்முறையீடு	register
சாட்சிவிசாரணை	சாட்சி விசாரணை	morphology
சாட்சியபட்டியல்	சாட்சியப் பட்டியல்	morphology
ஆவணபட்டியல்	ஆவணப் பட்டியல்	morphology
வழக்குபதிவு	வழக்குப் பதிவு	morphology
வழக்குஎண்	வழக்கு எண்	morphology
தீர்ப்புநகல்	தீர்ப்பு நகல்	morphology
உத்தரவுநகல்	உத்தரவு நகல்	morphology
சான்றிதழ்நகல்	சான்றிதழ் நகல்	morphology
மனுநகல்	மனு நகல்	morphology
வாக்குமூலபதிவு	வாக்குமூலப் பதிவு	morphology
குற்றபதிவு	குற்றப் பதிவு	morphology
சொத்துவரி	சொத்து வரி	morphology
வருமானவரி	வருமான வரி	morphology
முத்திரைதாள்	முத்திரைத் தாள்	morphology
பத்திரபதிவு	பத்திரப் பதிவு	morphology
நிலஅளவை	நில அளவை	morphology
நிலப்பட்டா	நிலப் பட்டா	morphology
வாடகைஒப்பந்தம்	வாடகை ஒப்பந்தம்	morphology
கடன்ஒப்பந்தம்	கடன் ஒப்பந்தம்	morphology
விற்பனைபத்திரம்	விற்பனைப் பத்திரம்	morphology
தானபத்திரம்	தானப் பத்திரம்	morphology
உயில்பத்திரம்	உயில் பத்திரம்	morphology
அடமானபத்திரம்	அடமானப் பத்திரம்	morphology
குத்தகைபத்திரம்	குத்தகைப் பத்திரம்	morphology
ஒப்புதல்கடிதம்	ஒப்புதல் கடிதம்	morphology
சம்மன்நோட்டீஸ்	சம்மன் நோட்டீஸ்	morphology
வக்காலத்துபத்திரம்	வக்காலத்துப் பத்திரம்	morphology
தள்ளுபடிசெய்யப்பட்டது	தள்ளுபடி செய்யப்பட்டது	morphology
ரத்துசெய்யப்பட்டது	ரத்து செய்யப்பட்டது	morphology
பதிவுசெய்யப்பட்டது	பதிவு செய்யப்பட்டது	morphology
தாக்கல்செய்யப்பட்டது	தாக்கல் செய்யப்பட்டது	morphology
விசாரணைசெய்யப்பட்டது	விசாரணை செய்யப்பட்டது	morphology
நிராகரிக்கபட்டார்	நிராகரிக்கப்பட்டார்	morphology
விடுவிக்கபட்டார்	விடுவிக்கப்பட்டார்	morphology
தண்டிக்கபட்டார்	தண்டிக்கப்பட்டார்	morphology
கைதுசெய்யபட்டார்	கைது செய்யப்பட்டார்	morphology
விடுதலைசெய்யபட்டார்	விடுதலை செய்யப்பட்டார்	morphology
சமன்செய்யபட்டது	சமன் செய்யப்பட்டது	morphology
ஒத்திவைக்கபட்டது	ஒத்திவைக்கப்பட்டது	morphology
முடிக்கபட்டது	முடிக்கப்பட்டது	morphology
அனுமதிக்கபட்டது	அனுமதிக்கப்பட்டது	morphology
மறுக்கபட்டது	மறுக்கப்பட்டது	morphology
ஏற்றுக்கொள்ளபட்டது	ஏற்றுக்கொள்ளப்பட்டது	morphology
நிலுவையிலுள்ளது	நிலுவையில் உள்ளது	morphology
தள்ளிவைக்கபட்டது	தள்ளிவைக்கப்பட்டது	morphology
